2    pauvre Adrien                 pov Ra-dRi-j5                 , ce pauvre Adrien ,
56   c' est                        se                           celui ci c' est celui d'
56   d' Adrien                     da-dRi-j5                    est celui d' Adrien .
58   c' est                        se                           c' est que tu as pas
58   l' habitude                   la-bi-tyd                    pas encore l' habitude ,
58   s' est                        se                           puis on s' est pas
60   qu' est                       ke                           qu' est ce qu' elle fait
60   qu' elle                      kEl                          est ce qu' elle fait
65   c' est                        set                          entends , c' est une
65   est une                       se tyn                        , c' est une voiture
66   c' est                        se                           c' est des voitures ?
67   il y                          i li                          il y a encore voiture qui
67   dans un                       d@ z1                         est sorti dans un magma
68   voitures et                   vwa-ty Re                     bruits des voitures et des
68   des avions                    de za-vj§                     voitures et des avions .
69   les avions                    le za-vj§                     distingue bien les avions .
70   quand on                      k@ t§n                        quand on en entend un ,
70   on en                         t§ n@n                        quand on en entend un ,
70   en entend                     n@ n@-t@                      quand on en entend un ,
70   il y                          i li                          un , il y a
70   un avion                      1 na-vj§                      y a un avion postal
70   il est                        i le                          passe , il est toujours
71   alors est                     a-lO Re                       alors est ce qu' on le
71   qu' on                        k§                           est ce qu' on le
75   c' est                        se                           c' est l' éléphant !
75   l' éléphant                   le-le-f@                     c' est l' éléphant !
77   l' éléphant                   le-le-f@                     va mettre l' éléphant .
79   t' aide                       tEd                          maman elle t' aide là
82   encore un                     @-kO R1n                      encore un éléphant .
82   un éléphant                   R1 ne-le-f@                   encore un éléphant .
83   vas y                         va zi                         vas y !
85   c' est                        se                           tu vois c' est la
86   il est                        i le                          non , il est pas
86   il y                          i li                          tombé , il y en
86   en a                          @ na                          il y en a pas
87   n' iras                       ni-Ra                        là tu n' iras pas
89   c' est                        se                           oui c' est pas mal ça
90   c' est                        se                           c' est mieux .
94   c' est                        se                           ça c' est plutôt une pipe
95   l' autre                      lot                          regarde l' autre botte .
96   c' est                        se                           c' est pas ce morceau là
98   qu' est                       ke                           qu' est ce qu' il fait
98   qu' il                        kil                          est ce qu' il fait
100  mettre assis                  mEt Ra-si                     va le mettre assis sur
104  il a                          i la                          il a dit assis Pinpin là
105  il est                        i let                         oui , il est assis .
105  est assis                     le ta-si                      , il est assis .
107  il est                        i le                          il est pas là Bisounours .
108  il est                        i le                          non il est pas là le
109  qu' il                        kil                          je crois qu' il est à
109  il est                        ki let                        crois qu' il est à
109  est à                         le ta                         qu' il est à la
116  peut être                     p2 tEt                        on pourrait peut être faire
116  faire autre                   fE Rot                        peut être faire autre chose
118  c' est                        se                           c' est ça que tu veux
125  il a                          i la                          il a appris ce mot l'
125  l' été                        le-te                        ce mot l' été dernier
126  vocabulaire et                vo-ka-by-lE Re                lot de vocabulaire et ,
126  il a                          i la                          et , il a chopé
127  qu' au                        ko                           un jour qu' au square je
127  l' avais                      la-vE                        square je l' avais mis
127  sur un                        sy R1                         mis assis sur un vélo
128  l' avais                      la-vE                        je l' avais poussé en faisant
129  alors il                      a-lO Ril                      i et alors il a
129  il a                          Ri la                         et alors il a fait
129  une espèce                    y nEs-pEs                     a fait une espèce de
129  c' est                        se                           titite et c' est resté
129  trucs à                       tRy ka                        désigner les trucs à deux
130  il a                          i la                          et , il a appris des
131  d' accord                     da-kOR                       d' accord .
133  d' accord                     da-kOR                       d' accord .
134  m' avez                       ma-ve                        et vous m' avez dit que
134  il y                          i li                          premiers mots il y avait
134  s' il                         sil                          merci , s' il te
136  c' était                      se-tE                        poplait , c' était dit
137  c' est                        se                           et merci c' est toujours .
139  l' a                          la                           il l' a un peu abandonné
139  qu' il                        kil                          maintenant parce qu' il grandit
141  qu' il                        kil                          premières choses qu' il a
141  il a                          ki la                         choses qu' il a chopé
141  lesquelles il                 lE-kE lil                     polies pour lesquelles il n'
141  n' a                          na                           lesquelles il n' a subi
143  c' est                        se                           les voitures c' est voiture ou
143  voiture ou                    vwa-ty Ru                     c' est voiture ou bien
145  il y                          i li                          il y a une opposition entre
145  une opposition                y no-po-zi-sj§                y a une opposition entre
145  c' est                        se                           voitures , c' est grand
145  nous avons                    nu za-v§                      parce que nous avons une
147  d' accord                     da-kOR                       d' accord je comprends aussi la
148  c' est                        set                          mais alors c' est impressionnant quand
148  est impressionnant            se t5-pRe-sjo-n@              alors c' est impressionnant quand
148  quand il                      k@ til                        est impressionnant quand il se
148  promène en                    pRo-mE n@                     il se promène en poussette
148  poussette et                  pu-sE te                      promène en poussette et que
148  d' un                         d1                           et que d' un seul
148  désigne une                   de-zi Nyn                     coup i(l) désigne une Toyota
148  quand ils                     k@ tilz                       les gens quand ils entendent
148  ils entendent                 til z@-t@d                    gens quand ils entendent un
148  entendent un                  z@-t@ d1                      quand ils entendent un petit
151  qu' est                       ke                           qu' est ce qu' elle fait
151  qu' elle                      kEl                          est ce qu' elle fait
153  d' arriver                    da-Ri-ve                     qui vient d' arriver là
153  est une                       e tyn                         , qui est une dame
154  c' était                      se-tE                        eh c' était peut être bien
154  peut être                     p2 tEt                        c' était peut être bien
155  bouscule il                   bus-ky lil                    ça se bouscule il essaie
155  il essaie                     li lE-sE                      se bouscule il essaie de
155  choses et                     So ze                         tas de choses et moi
156  fournir une                   fuR-ni Ryn                    obligée de fournir une interprétation
156  une interprétation            Ry n5-tER-pRe-ta-sj§          de fournir une interprétation possible
157  n' est                        ne                           ça ça n' est pas
158  il a                          i la                          il a une Toyota Victor .
159  il y                          i li                          oui là il y a des
159  course à                      kuR sa                        voitures de course à Victor
159  Victor et                     vik-tO Re                     course à Victor et Adrien
160  il y                          i li                          là il y a un circuit
160  n' est                        ne                           circuit qui n' est pas
161  d' Adrien                     da-dRi-j5                    le puzzle d' Adrien .
163  qu' on                        k§                           sais faudrait qu' on les
168  ils ont                       il z§t                        ceux là ils ont un
168  ont un                        z§ t1                         là ils ont un peu
173  c' est                        se                           sûr que c' est dans le
174  ressemble à                   R°-s@b la                     que çà ressemble à un
176  c' est                        set                          c' est une forme comme ça
176  est une                       se tyn                        c' est une forme comme ça
176  c' est                        se                           ça mais c' est pas
177  c' est                        se                           tu vois c' est des papillons
178  c' est                        set                          tu vois c' est un grand
178  est un                        se t1                         vois c' est un grand
179  l' ouvrir                     lu-vRiR                      peut pas l' ouvrir .
180  c' est                        se                           c' est pas un livre .
181  c' est                        se                           c' est le couvercle d' une
181  d' une                        dyn                          le couvercle d' une boîte
184  linguiste est                 l5-g8is te                    là le linguiste est content .
187  c' est                        set                          ça c' est un truc .
187  est un                        se t1                         ça c' est un truc .
188  c' est                        se                           pas si c' est Pinpin
188  voiture ou                    vwa-ty Ru                     veut une voiture ou si
188  c' est                        se                           ou si c' est qu'
188  qu' on                        k§                           c' est qu' on va
188  mettre une                    mEt Ryn                       on va mettre une voiture
188  voiture avec                  vwa-ty Ra-vEk                 mettre une voiture avec Pinpin
189  j' ai                         ZE                           j' ai en ce moment une
190  c' est                        se                           alors quand c' est biberon Pinpin
191  c' est                        se                           c' est peut être la voiture
191  peut être                     p2 tEt                        c' est peut être la voiture
191  voiture à                     vwa-ty Ra                     être la voiture à Pinpin
193  c' est                        se                           c' est que Pinpin a envie
193  voiture ou                    vwa-ty Ru                     à la voiture ou bien
193  c' est                        se                           bien que c' est pas
195  voiture à                     vwa-ty Ra                     donne la voiture à Pinpin
197  n' a                          na                           mais il n' a pas encore
197  chose en                      So z@                         prendre quelque chose en disant
197  c' est                        se                           disant que c' est pour
197  l' avoir                      la-vwaR                      euh pour l' avoir pour
198  d' accord                     da-kOR                       d' accord .
199  peut être                     p2 tEt                        il veut peut être bien
200  c' est                        se                           c' est ça qui l' a
200  l' a                          la                           ça qui l' a mis
200  tout à                        tu ta                         du chien tout à l'
200  l' heure                      l9R                          tout à l' heure ?
201  quand il                      k@ til                        quand il a montré le morceau
201  il a                          ti la                         quand il a montré le morceau
205  t' es                         tE                           t' es fatigué ce matin je
205  malade hier                   ma-la djER                    as été malade hier .
206  il est                        i le                          il est pas flambant .
208  il avait                      i la-vE                       et puis il avait encore trente
208  trente huit                   tR@ t8it                      avait encore trente huit cinq
215  c' était                      se-tE                        mais là c' était pas
216  qu' est                       ke                           qu' est ce qui est tombé
218  on est                        § net                         zeuzeul on est a zeuzeul .
218  est a                         ne ta                         zeuzeul on est a zeuzeul .
222  c' est                        se                           oui ça c' est la tringle
222  tringle à                     tR5g la                       est la tringle à rideaux
224  c' est                        se                           c' est gentil ça .
228  donnes encore                 dO n@-kOR                     tu me donnes encore ?
230  t' en                         t@                           je t' en donne un bleu
230  donne un                      dO n1                         t' en donne un bleu
231  l' intéresse                  l5-te-REs                    couleurs ça l' intéresse pas
231  l' instant                    l5s-t@                       apparemment pour l' instant .
235  c' est                        se                           c' est tombé .
236  plus élaborés                 ply ze-la-bo-Re               des trucs plus élaborés parfois
237  c' est                        se                           c' est quand même un niveau
237  même un                       mE m1                         est quand même un niveau
240  qu' il                        kil                          une chose qu' il a
240  il a                          ki la                         chose qu' il a faite
240  faite il                      fE til                        il a faite il y
240  il y                          ti li                         a faite il y a
241  c' est                        se                           c' est les échanges de balles
241  les échanges                  le ze-S@Z                     c' est les échanges de balles
242  c' est                        set                          c' est à dire , il
242  est à                         se ta                         c' est à dire , il
242  il est                        i le                          dire , il est capable
242  qu' il                        kil                          les trucs qu' il a
242  il a                          ki la                         trucs qu' il a très
242  très envie                    tRE z@-vi                     il a très envie d'
242  d' avoir                      da-vwaR                      très envie d' avoir ,
242  les envoyer                   le z@-vwa-je                  lâcher de les envoyer .
243  qu' il                        kil                          il sait qu' il va
243  ravoir après                  Ra-vwa Ra-pRE                 va les ravoir après ,
243  même un                       mE m1                         est quand même un petit
243  plus élaboré                  ply ze-la-bo-Re               un peu plus élaboré que
244  qu' il                        kil                          est ce qu' il nomme beaucoup
244  lesquels il                   lE-kE lil                     jouets avec lesquels il joue
245  Bisounours alors              bi-zu-nuR sa-lOR              , des Bisounours alors c'
245  c' est                        se                           Bisounours alors c' est Soussours
247  qu' il                        kil                          je trouve qu' il se
247  plus en                       ply z@                        met de plus en plus
247  pièce à                       pjE sa                        dans la pièce à commenter
247  l' action                     lak-sj§                      à commenter l' action .
248  avec une                      a-vE kyn                      phrases exclamatives avec une intonation
248  une intonation                ky n5-to-na-sj§               exclamatives avec une intonation très
249  en essayant                   @ ne-se-j@                    euh et en essayant d' ébaucher
249  d' ébaucher                   de-bo-Se                     en essayant d' ébaucher des
249  phrase un                     fRa z1                        du genre phrase un petit
250  c' est                        se                           c' est justement pour ça je
250  vous en                       vu z@n                        ça je vous en ai
250  en ai                         z@ nE                         je vous en ai noté
250  qu' il                        kil                          ai noté qu' il a
250  il a                          ki la                         noté qu' il a dit
250  tout à                        tu ta                         les dirai tout à l'
250  l' heure                      l9R                          tout à l' heure .
251  c' est                        se                           qui c' est ça , Grégoire
253  c' est                        se                           c' est pas papy Grégoire !
254  t' exagères                   tEg-za-ZER                   là t' exagères là c' est
254  c' est                        se                           exagères là c' est pas
254  grimpe au                     gR5 po                        papy qui grimpe au mur
255  c' est                        se                           c' est l' araignée , tu
255  l' araignée                   la-RE-Ne                     c' est l' araignée , tu
256  il y                          i li                          il y en a un autre
256  en a                          @ na                          il y en a un autre
256  un autre                      1 notR                        en a un autre où
256  autre où                      not Ru                        a un autre où on
257  l' a                          la                           il l' a promené avec lui
260  c' est                        se                           c' est trop mignon ça .
264  c' est                        se                           c' est la toute première fois
264  qu' il                        kil                          première fois qu' il appelle
264  il appelle                    ki la-pEl                     fois qu' il appelle un
264  appelle un                    la-pE l1n                     qu' il appelle un autre
264  un autre                      l1 notR                       il appelle un autre homme
264  autre homme                   not ROm                       appelle un autre homme papa
265  c' est                        se                           c' est peut être euh .
265  peut être                     p2 tEtR                       c' est peut être euh .
265  être euh                      tEt R2                        est peut être euh .
267  c' est                        se                           ah c' est gentil ça !
268  premier enregistrement        pR°-mje R@R-Zis-tR°-m@        dès son premier enregistrement !
269  c' est                        set                          ben , c' est indépendant de
269  est indépendant               se t5-de-p@-d@                , c' est indépendant de
271  qu' il                        kil                          vous voulez qu' il vous
271  vous appelle                  vu za-pEl                     qu' il vous appelle ?
274  Grégoire amour                gRe-gwa Ra-muR                Grégoire amour !
275  n' est                        ne                           monsieur ça n' est pas
276  l' appelles                   la-pEl                       tu l' appelles Christian .
277  m' appelles                   ma-pEl                       moi je m' appelles Christian .
278  t' appelles                   ta-pEl                       toi tu t' appelles Grégoire .
281  vous avez                     vu za-ve                      titite , vous avez vu ,
281  c' était                      se-tEt                       vu , c' était un
281  était un                      se-tE t1                      , c' était un deux
285  elle est                      E le                          elle est tombée !
286  c' est                        se                           oui c' est moi qui l'
286  l' ai                         lE                           moi qui l' ai fait
288  c' est                        se                           là c' est peut être parce
288  peut être                     p2 tEt                        c' est peut être parce
288  c' est                        set                          parce que c' est à
288  est à                         se ta                         que c' est à la
290  chose hein                    So z5                         dire quelque chose hein Grégoire
291  qu' est                       ke                           qu' est ce que tu cherches
293  hier avec                     jE Ra-vEk                     hier avec Adrien on a pas
293  avec Adrien                   Ra-vE ka-dRi-j5               hier avec Adrien on a pas
293  on a                          § na                          avec Adrien on a pas
293  future en                     fy-ty R@                      sa fécondité future en des
293  scientifiques et              sj@-ti-fi ke                  termes plutôt scientifiques et savants
294  très adultes                  tRE za-dylt                   enfin très adultes en tout cas
294  adultes en                    za-dyl t@                     enfin très adultes en tout cas
294  n' avait                      na-vE                        Grégoire qui n' avait pas
294  l' air                        lER                          du tout l' air de
294  s' intéresser                 s5-te-Re-se                  air de s' intéresser à
294  qu' on                        k§                           à ce qu' on disait
295  il a                          i la                          il a déclaré à la fin
295  dire à                        di Ra                         je pouvais dire à Adrien
297  il a                          i la                          il a dit Adrien papa .
299  qu' est                       ke                           alors qu' est ce que ça
300  c' est                        se                           ça c' est difficile .
301  difficile à                   di-fi-si la                   difficile à dire mais enfin il
301  il avait                      i la-vE                       mais enfin il avait capté
301  qu' Adrien                    ka-dRi-j5                    avait capté qu' Adrien parlait
301  futurs enfants                fy-tyR z@-f@                  de ses futurs enfants en
302  il y                          i li                          il y avait quelque chose comme
302  l' air                        lER                          était dans l' air .
303  c' est                        se                           surtout quand c' est quelque chose
303  n' est                        ne                           chose qui n' est jamais
304  il y                          i li                          que là il y avait
308  cet instrument                sE t5s-tRy-m@                 manchot avec cet instrument là
312  c' est                        se                           c' est pour maman ?
316  il est                        i le                          il est tombé ce morceau .
323  qu' est                       ke                           qu' est ce qu' on entend
323  qu' on                        k§n                          est ce qu' on entend
323  on entend                     k§ n@-t@                      ce qu' on entend ?
324  Grégoire écoute               gRe-gwa Re-kut                écoute Grégoire écoute !
325  qu' est                       ke                           qu' est ce qu' on entend
325  qu' on                        k§n                          est ce qu' on entend
325  on entend                     k§ n@-t@                      ce qu' on entend ?
327  les oiseaux                   le zwa-zo                     oui les oiseaux !
328  c' est                        se                           ah oui c' est vrai on
328  on entend                     § n@-t@                       est vrai on entend les
328  les oiseaux                   le zwa-zo                     on entend les oiseaux .
335  comme il                      kO mil                        oh regarde comme il est beau
335  il est                        mi le                         regarde comme il est beau
338  il est                        i le                          il est beau Pinpin ?
339  il a                          i la                          il a une casquette ?
341  c' est                        se                           non tatête c' est la tête
342  c' est                        se                           fait Pinpin c' est qu'
342  qu' est                       ke                           c' est qu' est ce
342  qu' est                       ke                           est ce qu' est ce
342  qu' il                        kil                          est ce qu' il fait
343  c' est                        set                          et c' est à Kiki alors
343  est à                         se ta                         et c' est à Kiki alors
343  c' est                        se                           Kiki alors c' est pour
343  qu' il                        kil                          pour ça qu' il faut
343  rendre au                     R@d Ro                        il faut rendre au propriétaire
346  c' est                        se                           c' est le Kiki d' Adrien
346  d' Adrien                     da-dRi-j5                    le Kiki d' Adrien celui
350  il est                        i le                          il est beau il est beau
350  il est                        i le                          est beau il est beau
351  qu' est                       ke                           qu' est ce que tu veux
353  c' est                        se                           ça c' est défendu tu sais
354  c' est                        se                           c' est défendu de prendre les
354  les affaires                  le za-fER                     de prendre les affaires du
354  d' Adrien                     da-dRi-j5                    du Kiki d' Adrien .
356  c' est                        se                           c' est Kiki !
357  il est                        i le                          il est beau le chapeau mais
357  avec une                      a-vE kyn                      mais moi avec une seule
359  Grégoire apporte              gRe-gwa Ra-pORt               Grégoire apporte le moi !
368  qu' on                        k§                           tu veux qu' on filme Kiki
370  t' as                         ta                           crois que t' as compris
372  il est                        i le                          il est là !
373  c' est                        se                           oui là c' est Kiki ,
374  t' as                         ta                           t' as de la chance .
376  qu' est                       ke                           qu' est ce qui est tombé
377  alors on                      a-lO R§n                      alors on essaie de voir ce
377  on essaie                     R§ nE-sE                      alors on essaie de voir ce
378  il est                        i le                          ah oui il est tombé le
380  c' est                        se                           c' est bien .
384  mettre à                      mEt Ra                        veux le mettre à ton
386  il est                        i le                          où il est ton pied ?
389  bien assis                    bj5 na-si                     mets toi bien assis , Grégoire
392  il a                          i la                          oh il a plus de chaussons
400  t' ai                         tE                           je t' ai cogné .
404  c' est                        se                           c' est pas ton papy mon
404  mon amour                     m§ na-muR                     ton papy mon amour .
407  l' avez                       la-ve                        la vous l' avez eu
410  c' est                        se                           oui c' est ma tête mon
414  qu' est                       ke                           qu' est ce qu' il va
414  qu' il                        kil                          est ce qu' il va
414  faire avec                    fE Ra-vEk                     il va faire avec Pinpin
415  l' a                          la                           il l' a mis assis il
415  il a                          i la                          mis assis il a dit
416  il est                        i le                          ah il est pas assis Pinpin
418  qu' il                        kil                          tu veux qu' il tienne
418  tienne assis                  tjE na-si                     qu' il tienne assis ,
420  moquette i(l)                 mo-kE ti                      sur la moquette i(l) va rester
421  c' est                        se                           , ça c' est chic
422  c' est                        se                           , ça c' est bien
424  il est                        i le                          où il est Pinpin ?
428  quand il                      k@ til                        ce soir quand il voudra
428  père il                       pE Ril                        à son père il dira
428  rentre en                     R@t R@                        que ça rentre en parfaite
428  parfaite équivalence          paR-fE te-ki-va-l@s           rentre en parfaite équivalence .
429  gros effort                   gRo ze-fOR                    oh quel gros effort .
431  qu' est                       ke                           qu' est ce que c' est
431  c' est                        se                           ce que c' est ?
432  qu' est                       ke                           qu' est ce que c' est
432  c' est                        se                           ce que c' est ?
434  m' y                          mi                           que je m' y fasse
435  il est                        i le                          il est tombé le jeu ?
437  c' est                        se                           et là c' est attends ?
439  c' est                        se                           mais c' est pas un emploi
439  un emploi                     1 n@p-lwa                     est pas un emploi attesté
440  c' est                        se                           ça c' est l' éléphant .
440  l' éléphant                   le-le-f@                     c' est l' éléphant .
442  qu' i(l)                      ki                           , ce qu' i(l) va
443  l' éléphant                   le-le-f@                     trompe de l' éléphant ,
443  problèmes avec                pRo-blE ma-vEk                avoir des problèmes avec Victor
445  il est                        i le                          à qui il est l' éléphant
445  l' éléphant                   le-le-f@                     il est l' éléphant ?
447  trompe est                    tR§ pe                        la trompe est cassée , oui
449  Victor i(l)                   vik-tO Ri                     et Victor i(l) va te gronder
451  c' est                        se                           c' est l' éléphant à Victor
451  l' éléphant                   le-le-f@                     c' est l' éléphant à Victor
453  m' a                          ma                           ce qui m' a cassé
453  mon éléphant                  m§ ne-le-f@                   a cassé mon éléphant ?
459  m' agace                      ma-gas                       il m' agace ce môme parce
459  qu' il                        kil                          môme parce qu' il a
459  il a                          ki la                         parce qu' il a bientôt
459  deux ans                      d2 z@                         a bientôt deux ans il
460  c' est                        se                           jojej c' est l' oreille .
460  l' oreille                    lo-REj                       c' est l' oreille .
462  c' est                        se                           de demander c' est jamais
463  c' est                        se                           c' est toujours encore pour l'
463  toujours encore               tu-Zu R@-kOR                  c' est toujours encore pour l'
463  l' instant                    l5s-t@                       encore pour l' instant .
465  des ordres                    de zORdR                      désirs sont des ordres .
468  dehors il                     d°-O Ril                      ah oui dehors il y a
468  il y                          Ri li                         oui dehors il y a
470  c' est                        se                           c' est pas une couche ,
471  c' est                        set                          c' est un sac .
471  est un                        se t1                         c' est un sac .
473  c' est                        se                           ça c' est quoi ?
474  c' est                        se                           c' est la lumière .
476  c' est                        se                           c' est la lumière .
478  c' est                        se                           c' est la lumière .
479  j' ai                         ZE                           mais j' ai pas de lumière
482  j' ai                         ZE                           j' ai pas de lumière dans
484  les yeux                      le zj2                        ) (est) les yeux qui
485  les yeux                      le zj2                        lumière dans les yeux ?
487  il y                          i li                          il y a une petite lumière
491  qu' est                       ke                           qu' est ce que c' est
491  c' est                        se                           ce que c' est ça
494  tête à                        tE ta                         la tête à Christian !
