1      sont elles                    s§ tEl                        quelle couleur sont elles ,
81     une à                         ny na                         en donnes une à une
81     comme on                      kO m§                         à une comme on faisait
81     d' &hab                       d#                           on faisait d' &hab avant
85     QU' est-ce                    kEs                          QU' est-ce que tu fais comme
87     l' aiguille                   le-g8ij                      avec l' aiguille .
90     il en                         i l@                          il en faut beaucoup pour un
90     pour un                       pu R1                         faut beaucoup pour un collier
90     ton avis                      t§ na-vi                      collier à ton avis ?
92     faut il                       fo til                        en faut il beaucoup , Léa
95     j(e) ai                       ZE                           oui j(e) ai fermé ça parce
97     L' ouvrir                     lu-vRiR                      laisse MOI L' ouvrir !
99     donc on                       d§ k§                         donc on va faire un collier
99     faire un                      fE R1                         on va faire un collier
100    c(e) est                      se                           c(e) est ça ?
102    qu' on                        k§n                          crois tu qu' on aura assez
102    on aura                       k§ no-Ra                      tu qu' on aura assez
103    on aura                       § no-Ra                       on aura assez de perles ?
105    QU' est-ce                    kEs                          et QU' est-ce qu' on va
105    qu' on                        k§                           QU' est-ce qu' on va
105    d' autre                      dot                          va faire d' autre qu'
105    qu' un                        k1                           d' autre qu' un collier
106    qu' on                        k§                           penses pas qu' on pourrait
114    j(e) attends                  Za-t@                        j(e) attends pour LA prendre .
115    L' ai                         lE                           oui je L' ai .
116    L' enfile                     l@-fil                       je L' enfile .
117    L' ai                         lE                           je ne L' ai pas
117    l' aiguille                   le-g8ij                      moi , l' aiguille .
118    c(e) est                      se                           c(e) est toi qui as l'
118    l' aiguille                   le-g8ij                      qui as l' aiguille .
120    c(e) est                      se                           ah c(e) est pour moi ,
120    l' aiguille                   le-g8ij                      moi , l' aiguille ?
122    QU' est-ce                    kEs                          QU' est-ce qu' il y a
122    qu' il                        kil                          QU' est-ce qu' il y a
122    il y                          ki li                         est-ce qu' il y a
124    j(e) (n'                      Z#                           j(e) (n' ) arrive pas à
124    l' aiguille                   le-g8ij                      à enfiler l' aiguille .
125    d' abord                      da-bOR                       venir , d' abord .
127    M' as                         ma                           tu ne M' as pas
127    qu' elles                     kElz                         quelles couleurs qu' elles étaient
127    elles étaient                 kEl ze-tE                     couleurs qu' elles étaient ,
128    parle à                       paR la                        parle à Parrain , Léa !
130    il est                        i le                          parrain , il est tout seul
134    regarde un                    R°-gaR d1                     regarde un peu là !
145    j(e) ai                       ZE                           mais j(e) ai Luc sur les
147    n' es                         nE                           non tu n' es pas
150    l' aiguille                   le-g8ij                      as défilé l' aiguille en
151    donc une                      d§ kyn                        # voilà donc une idée .
151    une idée                      ky ni-de                      voilà donc une idée .
153    en avais                      @ na-vE                       que tu en avais envie
156    bonshommes en                 b§-zO m@                      tes bonshommes en plasticine Là ,
156    c(e) est                      se                           , # c(e) est quoi
157    T' a                          ta                           que Parrain T' a fait
159    QU' est-ce                    kEs                          QU' est-ce qu' il y a
159    qu' il                        kil                          QU' est-ce qu' il y a
159    il y                          ki li                         est-ce qu' il y a
160    QU' est-ce                    kEs                          QU' est-ce que c(e) est qui
160    c(e) est                      se                           est-ce que c(e) est qui
161    c(e) est                      se                           table , c(e) est quoi
162    qu' on                        k§n                          pas ce qu' on a
162    on a                          k§ na                         ce qu' on a vu
164    c(e) est                      se                           c(e) est quoi ?
167    c(e) est                      se                           c(e) est ça .
169    c(e) est                      se                           perles , c(e) est promis
170    voir à                        vwa Ra                        vas tu voir à la
173    c(e) est                      se                           c(e) est QUI , ça ,
176    perles ou                     pER lu                        avec les perles ou bien
179    perles avec                   pER la-vEk                    faire les perles avec toi
183    j(e) en                       Z@n                          j(e) en ai une .
183    en ai                         Z@ nE                         j(e) en ai une .
184    c(e) est                      se                           c(e) est assez .
185    une à                         y na                          va , une à la
187    en as                         @ na                          tu en as encore beaucoup ?
189    en as                         @ na                          tu en as de toutes les
194    QU' est-ce                    kEs                          QU' est-ce que tu ME racontes
195    t' entend                     t@-t@                        on ne t' entend pas .
198    c(e) (n'                      s#                           mais c(e) (n' ) est pas
199    tout ensemble                 tu t@-s@bl                    on ramassera tout ensemble .
200    on a                          § na                          on a l' habitude .
200    l' habitude                   la-bi-tyd                    on a l' habitude .
202    c(e) est                      se                           c(e) est bien , ça .
204    il écoute                     i le-kut                      il écoute quand tu cries .
205    t' écoute                     te-kut                       il t' écoute , hein .
206    s' est                        se                           il s' est tu .
208    t' écoute                     te-kut                       il t' écoute , sais tu
212    par exemple                   pa REg-z@pl                   au puzzle par exemple ?
214    t' amuses                     ta-myz                       tu t' amuses trop bien avec
215    t' amuses                     ta-myz                       tu t' amuses un petit peu
215    amuses un                     ta-my z1                      tu t' amuses un petit peu
216    t' amuser                     ta-my-ze                     faire pour t' amuser plus
217    d' autre                      dotR                         rien d' autre ?
218    t' amuseras                   ta-my-zRa                    tu ne t' amuseras pas
219    t' amuseras                   ta-my-zRa                    tu t' amuseras juste un petit
219    juste un                      Zys t1                        t' amuseras juste un petit
222    il y                          i li                          eh bien il y en aura
222    en aura                       @ no-Ra                       il y en aura bientot
222    plus à                        ply za                        aura bientot plus à terre
227    catastrophe ambulante         ka-tas-tRO f@-by-l@t          catastrophe ambulante !
228    LES a                         le za                         il LES a toutes mis(es) à
229    d' une                        dyn                          nom d' une &p Léa !
231    c(e) est                      se                           c(e) est fini .
232    plus aux                      ply zo                        ne joue plus aux perles
233    on arrête                     § na-REt                      on arrête .
234    alors il                      a-lO Ril                      alors il faut arrêter de ce
236    une à                         y na                          LES ramasser une à une
236    c(e) (n'                      s#                           une , c(e) (n' )
241    il y                          i li                          il y en a partout .
241    en a                          @ na                          il y en a partout .
242    il y                          i li                          il y en a partout ,
242    en a                          @ na                          il y en a partout ,
245    regarde un                    R°-gaR d1                     # regarde un peu tout ce
245    qu' il                        kil                          tout ce qu' il y
245    il y                          ki li                         ce qu' il y en
245    en a                          @ na                          il y en a !
246    dire à                        di Ra                         bien LE dire à Luc
251    juste à                       Zys ta                        tu es juste à côté .
252    prendre une                   pR@ dRyn                      je vais prendre une balayette
253    m' amuser                     ma-my-ze                     vais pas m' amuser à
253    une à                         y na                          LES ramasser une à une
259    QU' est-ce                    kEs                          QU' est-ce que tu regardes ,
261    QU' est-ce                    kEs                          QU' est-ce que tu regardes ,
264    c(e) est                      se                           c(e) est quoi , là ,
266    c(e) est                      se                           c(e) est quoi ?
267    c(e) est                      se                           c(e) est quoi QU' est-ce qu'
267    QU' est-ce                    kEs                          est quoi QU' est-ce qu'
267    qu' on                        k§                           QU' est-ce qu' on joue
269    n' aimes                      nEm                          tu n' aimes pas ?
270    quand on                      k@ t§n                        mais tantôt quand on aura
270    on aura                       t§ no-Ra                      tantôt quand on aura fini
271    d' abord                      da-bOR                       faut finir d' abord .
272    d' abord                      da-bOR                       faut jouer d' abord .
273    quand on                      k@ t§n                        alors quand on aura fini de
273    on aura                       t§ no-Ra                      alors quand on aura fini de
275    boire aux                     bwa Ro                        donner à boire aux plantes
280    dans un                       d@ z1                         oui , dans un gobelet ,
281    QU' est-ce                    kEs                          QU' est-ce que tu fais ?
282    m' en                         m@n                          je vais m' en occuper
282    en occuper                    m@ no-ky-pe                   vais m' en occuper .
288    l' eau                        lo                           voilà de l' eau dans le
289    laquelle as                   la-kE la                      à laquelle as tu donné à
291    elle a                        E la                          elle a fort soif , celle
292    elle a                        E la                          elle a besoin de beaucoup boire
293    elle est                      E le                          elle est très grande .
300    elle a                        E la                          elle a soif aussi ?
300    soif aussi                    swa fo-si                     elle a soif aussi ?
302    il y                          i li                          il y a déjà de l'
302    l' eau                        lo                           déjà de l' eau ,
304    elle a                        E la                          oui elle a encore soif ,
305    elle a                        E la                          elle a tout le temps soif
306    ton eau                       t§ no                         voilà ton eau .
307    en as                         @ na                          tu en as de trop ?
308    n' est                        ne                           ça n' est rien .
309    c(e) (n'                      s#                           c(e) (n' ) est pas grave
312    devoir aller                  d°-vwa Ra-le                  je vais devoir aller chercher
313    l' autre                      lot                          voici l' autre monstre .
314    monstre est                   m§s tRe                       le petit monstre est là .
318    c(e) (n'                      s#                           c(e) (n' ) est pas grave
319    n' est                        ne                           , ce n' est rien
320    c(e) est                      se                           ça , c(e) est chaud
321    faire attention               fE Ra-t@-sj§                  il faut faire attention .
324    s' était                      se-tE                        est-ce qui s' était brûlé
327    c(e) est                      se                           c(e) est normal , hein .
328    il avait                      i la-vE                       il avait très mal .
329    il est                        i le                          mais il est guéri depuis longtemps
331    il a                          i la                          là , il a beaucoup
331    qu' il                        kil                          pleuré parce qu' il avait
331    il avait                      ki la-vE                      parce qu' il avait ,
331    qu' il                        kil                          , parce qu' il avait
331    il avait                      ki la-vE                      parce qu' il avait mal
334    L' a                          la                           maintenant il L' a oublié ,
342    il a                          i la                          il a soif .
346    T' a                          ta                           elle T' a dit qu' elle
346    qu' elle                      kEl                          a dit qu' elle avait
346    elle avait                    kE la-vE                      dit qu' elle avait encore
348    n' est                        ne                           mais ça n' est rien .
349    n' a                          na                           on n' a pas besoin d'
349    d' entendre                   d@-t@d                       pas besoin d' entendre ce
349    passe à                       pa sa                         qui se passe à la
350    on est                        § ne                          on est occupées à arroser les
353    mettre un                     mE tR1                        # mettre un peu de l'
353    l' ordre                      lORdR                        peu de l' ordre à
353    ordre à                       lOR dRa                       de l' ordre à la
355    c(e) est                      se                           c(e) est beaucoup , sais tu
357    j(e) (n'                      Z#                           j(e) (n' ) en ai plus
357    en ai                         @ nE                          (n' ) en ai plus
358    n' en                         n@n                          je n' en ai plus .
358    en ai                         n@ nE                         je n' en ai plus .
359    n' y                          ni                           il n' y en a plus
359    en a                          @ na                          n' y en a plus
360    n' y                          ni                           il n' y a plus d'
360    d' eau                        do                           a plus d' eau ,
361    encore en                     @-kO R@n                      il faut encore en aller chercher
361    en aller                      R@ na-le                      faut encore en aller chercher
361    l' eau                        lo                           , de l' eau ?
362    pour arroser                  pu Ra-Ro-ze                   pour arroser les autres plantes ?
362    les autres                    le zot                        pour arroser les autres plantes ?
363    n' as                         na                           que tu n' as pas
363    LES arroser                   le za-Ro-ze                   pas pu LES arroser toutes
364    n' a                          na                           , elle n' a pas
365    elle a                        E la                          et elle a soif en plus
365    soif en                       swa f@                        elle a soif en plus
367    pouvoir arroser               pu-vwa Ra-Ro-ze               on va pouvoir arroser , mais
374    n' es                         nE                           tu n' es pas si grosse
376    elle a                        E la                          aussi , elle a soif
378    l' eau                        lo                           chercher de l' eau alors
382    vas y                         va zi                         vas y !
383    n' oublie                     nu-bli                       alors n' oublie pas d' arroser
383    d' arroser                    da-Ro-ze                     oublie pas d' arroser les
385    elle a                        E la                          grande , elle a assez
387    qu' elles                     kEl                          il faut qu' elles boivent aussi
387    boivent aussi                 bwa vo-si                     qu' elles boivent aussi ,
388    elle assez                    E la-se                       a t elle assez bu ?
390    demande à                     d°-m@ da                      demande à la plante .
392    elle a                        E la                          elle a dit oui .
393    comme elles                   kO mElz                       comme elles étaient assoiffées hier !
393    elles étaient                 mEl ze-tE                     comme elles étaient assoiffées hier !
394    demande à                     d°-m@ da                      oui , demande à l' autre
394    l' autre                      lotR                         demande à l' autre !
397    elles ont                     El z§                         elles ont toutes soif encore ?
397    soif encore                   swa f@-kOR                    ont toutes soif encore ?
398    j(e) aille                    Zaj                          faut que j(e) aille rechercher
398    l' eau                        lo                           rechercher de l' eau alors
400    n' ai                         nE                           mais je n' ai pas
403    en avant                      @ na-v@                       en avant !
409    tout au                       tu to                         la plante tout au bout
418    quand on                      k@ t§n                        ah quand on est trop gourmande
418    on est                        t§ ne                         ah quand on est trop gourmande
419    QU' est-ce                    kEs                          QU' est-ce qui se passe quand
419    quand on                      k@ t§n                        se passe quand on est
419    on est                        t§ ne                         passe quand on est trop
421    on est                        § ne                          on est dans l' ennui .
421    l' ennui                      l@-n8i                       est dans l' ennui .
423    boire aux                     bwa Ro                        donner à boire aux plantes
424    il y                          i li                          il y en a trop .
424    en a                          @ na                          il y en a trop .
425    n' en                         n@n                          mais tu n' en auras pas
425    en auras                      n@ no-Ra                      tu n' en auras pas
427    c(e) est                      se                           c(e) est fini , hein ,
428    elle en                       E l@n                         elle en a assez .
428    en a                          l@ na                         elle en a assez .
429    boire aux                     bwa Roz                       donner à boire aux autres
429    aux autres                    Ro zot                        à boire aux autres maintenant
431    d' accord                     da-kOR                       d' accord ?
434    n' en                         n@n                          mais tu n' en as
434    en as                         n@ na                         tu n' en as pas
437    l' autre                      lotR                         l' autre , plus loin ,
438    l' autre                      lotR                         l' autre , la suivante .
441    c(e) est                      se                           c(e) est celle là , oui
445    n' est                        ne                           ça n' est pas grave .
453    c(e) est                      se                           cuisine , c(e) est plus
454    j(e) aime                     ZEm                          j(e) aime autant que tu donnes
454    aime autant                   ZE mo-t@                      j(e) aime autant que tu donnes
454    donnes à                      dO na                         que tu donnes à boire
454    boire à                       bwa Ra                        donnes à boire à l'
454    l' autre                      lotR                         boire à l' autre ici
454    autre ici                     lo tRi-si                     à l' autre ici près
456    juste à                       Zys ta                        qui est juste à côté
460    d' arroser                    da-Ro-ze                     aimes bien d' arroser les
462    d' arroser                    da-Ro-ze                     tu bien d' arroser les
464    elle a                        E la                          elle a encore soif ?
465    QU' est-ce                    kEs                          QU' est-ce que tu veux ?
467    l' eau                        lo                           de l' eau ?
469    qu' il                        kil                          quoi qu' il y a encore
469    il y                          ki li                         quoi qu' il y a encore
470    faire avec                    fE Ra-vEk                     mais quoi faire avec l'
470    l' eau                        lo                           faire avec l' eau ?
471    boire aux                     bwa Ro                        donner à boire aux plantes
475    c(e) (n'                      s#                           oh c(e) (n' ) est pas
479    est elle                      e tEl                         où est elle , ta sucette
485    grande et                     gR@ de                        es trop grande et alors
486    c(e) est                      se                           Luc , c(e) est normal
487    qu' il                        kil                          crois pas qu' il a
487    il a                          ki la                         pas qu' il a soif
490    qu' il                        kil                          tu vois qu' il boit .
491    c(e) est                      se                           donc c(e) est qu' il avait
491    qu' il                        kil                          c(e) est qu' il avait
491    il avait                      ki la-vE                      est qu' il avait soif
493    en a                          @ na                          ) y en a presque
495    l' histoire                   lis-twaR                     l' histoire de quoi ?
496    l' Enchanteur                 l@-S@-t9R                    l' Enchanteur ?
497    l' enchanteur                 l@-S@-t9R                    Merlin l' enchanteur ?
502    n' est                        ne                           que ce n' est pas
504    qu' on                        k§n                          je crois qu' on a donné
504    on a                          k§ na                         crois qu' on a donné
506    boire aux                     bwa Roz                       donner à boire aux autres
506    aux autres                    Ro zot                        à boire aux autres plantes
508    s' est                        se                           , il s' est fait
514    c(e) (n'                      s#                           c(e) (n' ) est pas évident
516    quand il                      k@ til                        lui , quand il se met
516    quand il                      k@ til                        sait pas quand il arrête
516    il arrête                     ti la-REt                     pas quand il arrête .
530    d' abord                      da-bOR                       donne d' abord à celles qui
530    abord à                       da-bO Ra                      donne d' abord à celles qui
532    QU' est-ce                    kEs                          et alors QU' est-ce que tu
533    verse à                       vER sa                        je TE verse à boire
534    c(e) est                      se                           c(e) est Parrain ?
536    il a                          i la                          il a les mains occupées .
548    c(e) est                      se                           ah c(e) est bien , ça
550    manges une                    m@ Zyn                        tu manges une baguette ?
551    c(e) est                      se                           c(e) est bon , ça ,
552    c(e) est                      se                           c(e) est bon pour le hoquet
554    c(e) est                      se                           c(e) est quoi ?
559    c(e) est                      se                           c(e) est toi ?
562    d' abord                      da-bOR                       la table d' abord ,
563    boire un                      bwa R1                        tu vas boire un petit coup
565    c(e) est                      se                           c(e) est bon , le coca
571    d' autre                      dotR                         ou quoi d' autre ?
573    QU' est-ce                    kEs                          QU' est-ce que tu bois le
574    l' eau                        lo                           de l' eau , oui heureusement
575    l' eau                        lo                           , # l' eau ?
576    c(e) (n'                      s#                           c(e) (n' ) est pas sucré
576    l' eau                        lo                           ça , l' eau ?
578    quelle eau                    kE lo                         tu bois quelle eau ?
579    l' eau                        lo                           l' eau d' une bouteille .
579    d' une                        dyn                          l' eau d' une bouteille .
581    achète au                     a-SE to                       Maman # achète au magasin
584    c(e) est                      se                           c(e) est meilleur ?
586    c(e) est                      se                           santé , c(e) est meilleur
587    c(e) est                      se                           c(e) est bien , ça .
588    l' eau                        lo                           l' eau , c(e) est meilleur
588    c(e) est                      se                           eau , c(e) est meilleur
589    c(e) est                      se                           fruits , c(e) est bon
591    il y                          i li                          hein , il y a
593    n' en                         n@                           , tu n' en bois
594    quand il                      k@ til                        quand il fait tout noir ?
597    sucettes et                   sy-sE te                      ah les sucettes et ensuite ?
602    est il                        e til                         mais où est il , le
603    il est                        i le                          il est dans ta chambre ?
605    c(e) est                      se                           c(e) est bien , ça .
608    qu' il                        kil                          parce qu' il a un cauchemar
608    il a                          ki la                         parce qu' il a un cauchemar
610    quelle heure                  kE l9R                        à quelle heure ?
611    quelle heure                  kE l9R                        à quelle heure ?
613    huit heures                   8i t9R                        à huit heures # le matin
614    il était                      i le-tE                       il était fatigué peut-être , le
616    c(e) est                      se                           ça , c(e) est un monsieur
619    c(e) est                      se                           c(e) est Merlin l' enchanteur .
619    l' enchanteur                 l@-S@-t9R                    est Merlin l' enchanteur .
620    n' est                        ne                           mais ça n' est rien
621    c(e) (n'                      s#                           c(e) (n' ) est pas grave
622    c(e) est                      se                           c(e) est beau de voir les
622    les images                    le zi-maZ                     de voir les images ,
624    est il                        e til                         , où est il en
624    il en                         ti l@                         où est il en ce
626    il est                        i le                          il est fatigué tout le temps
627    c(e) est                      se                           oui mais c(e) est un bébé
630    qu' il                        kil                          quoi est-ce qu' il joue
631    briques et                    bRi ke                        avec tes briques et ses briques
632    QU' est-ce                    kEs                          et QU' est-ce qu' il construit
632    qu' il                        kil                          QU' est-ce qu' il construit
638    quand elle                    k@ tEl                        quand elle était petite .
638    elle était                    tE le-tE                      quand elle était petite .
641    c(e) était                    se-tE                        c(e) était un petit garçon pour
642    c(e) était                    se-tE                        c(e) était une petite fille ,
647    avec un                       a-vE k1                       ça , avec un long
650    QU' est-ce                    kEs                          et QU' est-ce qu' elle a
650    qu' elle                      kEl                          QU' est-ce qu' elle a
650    elle a                        kE la                         est-ce qu' elle a dit
652    c(e) était                    se-tE                        c(e) était une quoi ?
653    c(e) était                    se-tE                        c(e) était dans une baignoire ?
653    dans une                      d@ zyn                        c(e) était dans une baignoire ?
654    dans un                       d@ z1n                        (c' était) dans un évier ?
654    un évier                      z1 ne-vje                     était) dans un évier ?
656    ton histoire                  t§ nis-twaR                   dans ton histoire que tu ME
656    s' agit                       sa-Zit                       racontes # s' agit il
656    agit il                       sa-Zi til                     # s' agit il d'
656    d' un                         d1n                          agit il d' un évier
656    un évier                      d1 ne-vje                     il d' un évier ou
656    d' une                        dyn                          évier ou d' une baignoire
659    c(e) (n'                      s#                           ah bon c(e) (n' ) était
659    dans une                      d@ zyn                        était pas dans une baignoire
660    dans un                       d@ z1n                        Maman était dans un évier ?
660    un évier                      z1 ne-vje                     était dans un évier ?
662    l' évier                      le-vje                       étais dans l' évier ?
664    l' évier                      le-vje                       pas dans l' évier ?
666    quand il                      k@ til                        quand il fait tout noir qu'
666    qu' on                        k§                           tout noir qu' on c(e)
666    c(e) est                      se                           qu' on c(e) est le
667    l' évier                      le-vje                       pas dans l' évier ,
669    baignoire avec                bE-Nwa Ra-vEk                 dans la baignoire avec Luc
673    c(e) est                      se                           et c(e) est quoi comme jouets
676    c(e) est                      se                           c(e) est quoi ?
677    c(e) est                      se                           c(e) est quoi alors , ma
678    explique à                    Ek-spli ka                    explique à Mamy !
679    s' appellent                  sa-pEl                       ils s' appellent les jouets .
681    c(e) est                      se                           c(e) est déjà pas mal ,
685    T' a                          ta                           Maman ne T' a pas dit
686    QU' est-ce                    kEs                          Léa , QU' est-ce que tu
687    QU' aimes                     kEm                          QU' aimes tu manger , chou
688    t(u) aimes                    tEm                          Léa , t(u) aimes bien les
689    T' en                         t@n                          pourtant on T' en a acheté
689    en a                          t@ na                         on T' en a acheté
689    LES as                        le za                         et tu LES as mangés
690    T(E) rappelles                tRa-pEl                      (n' ) T(E) rappelles pas
691    c(e) est                      se                           c(e) est des petits fromages avec
691    fromages avec                 fRo-ma Za-vEk                 des petits fromages avec Mickey
692    c(e) (n'                      s#                           c(e) (n' ) est pas des
692    c(e) est                      se                           fromages , c(e) est de
692    mousse aux                    mu so                         de la mousse aux fraises
694    c(e) est                      se                           c(e) est de la mousse aux
694    mousse aux                    mu so                         de la mousse aux fraises
694    fraises avec                  fRE za-vEk                    mousse aux fraises avec Mickey
697    QU' est-ce                    kEs                          midi , QU' est-ce que
698    n' aimes                      nEm                          que tu n' aimes pas
699    n' aimes                      nEm                          tu n' aimes pas rien d'
699    d' autre                      dotR                         pas rien d' autre ?
700    T' ai                         tE                           , je T' ai déjà
703    tout à                        tu ta                         tu mangeras tout à l'
703    l' heure                      l9R                          tout à l' heure .
704    qu' il                        kil                          parce qu' il n' est pas
704    n' est                        ne                           qu' il n' est pas
704    l' heure                      l9R                          est pas l' heure de
705    quand il                      k@ til                        on mangera quand il sera l'
705    l' heure                      l9R                          il sera l' heure de
708    juste à                       Zys ta                        elles sont juste à côté de
711    c(e) est                      se                           c(e) est bon , ça ,
713    c(e) (n'                      s#                           mais c(e) (n' ) est pas
715    c(e) (n'                      s#                           non c(e) (n' ) est pas
716    qu' il                        kil                          chou , qu' il y
716    il y                          ki li                         , qu' il y a
717    c(e) est                      se                           non c(e) est du sel .
718    c(e) est                      se                           mais oui c(e) est du sel
720    mousse aux                    mu so                         dans la mousse aux fraises
720    fraises et                    fRE ze                        mousse aux fraises et tout
720    c(e) est                      se                           là , c(e) est du
721    QU' est-ce                    kEs                          QU' est-ce que tu M' as
721    M' as                         ma                           que tu M' as dit
722    partir en                     paR-ti R@                     tu vas partir en vacances ?
724    M' as                         ma                           que tu M' as dit
726    l' enchanteur                 l@-S@-t9R                    oui merlin l' enchanteur , il
726    il a                          i la                          enchanteur , il a une
727    c(e) est                      se                           c(e) est normal .
729    vacances avec                 va-k@ sa-vEk                  aller en vacances avec Papa
732    pour aller                    pu Ra-le                      pour aller jouer dans l' eau
732    l' eau                        lo                           jouer dans l' eau .
742    elle est                      E le                          elle est tout le temps belle
745    c(e) est                      se                           c(e) est pour le soleil ,
746    c(e) est                      se                           c(e) est pour partir en vacances
746    partir en                     paR-ti R@                     est pour partir en vacances
748    LES as                        le za                         tu LES as mises quand tu
750    d' autre                      dotR                         et QUI d' autre encore ?
750    autre encore                  do tR@-kOR                    QUI d' autre encore ?
751    d' autre                      dotR                         personne d' autre , non ?
752    t(u) as                       ta                           t(u) as une belle robe ,
